,Author,Sentence
5422,3,"This was Brett, that I had felt like crying about."
5423,3,"Then I thoughtof her walking up the street and stepping into the car, as I had lastseen her, and of course in a little while I felt like hell again."
5424,3,"It isawfully easy to be hard-boiled about everything in the daytime, but atnight it is another thing."
5425,3,                               CHAPTER                                   5In the morning I walked down the Boulevard to the rue Soufflot forcoffee and brioche.
5426,3,It was a fine morning.
5427,3,The horse-chestnut trees inthe Luxembourg gardens were in bloom.
5428,3,There was the pleasantearly-morning feeling of a hot day.
5429,3,I read the papers with the coffeeand then smoked a cigarette.
5430,3,The flower-women were coming up from themarket and arranging their daily stock.
5431,3,"Students went by going up to thelaw school, or down to the Sorbonne."
5432,3,The Boulevard was busy with tramsand people going to work.
5433,3,"I got on an S bus and rode down to theMadeleine, standing on the back platform."
5434,3,"From the Madeleine I walkedalong the Boulevard des Capucines to the Opéra, and up to my office."
5435,3,Ipassed the man with the jumping frogs and the man with the boxer toys.
5436,3,Istepped aside to avoid walking into the thread with which his girlassistant manipulated the boxers.
5437,3,"She was standing looking away, thethread in her folded hands."
5438,3,The man was urging two tourists to buy.Three more tourists had stopped and were watching.
5439,3,I walked on behind aman who was pushing a roller that printed the name CINZANO on thesidewalk in damp letters.
5440,3,All along people were going to work.
5441,3,It feltpleasant to be going to work.
5442,3,"I walked across the avenue and turned into my office.Up-stairs in the office I read the French morning papers, smoked, andthen sat at the typewriter and got off a good morning’s work."
5443,3,"At eleveno’clock I went over to the Quai d’Orsay in a taxi and went in and satwith about a dozen correspondents, while the foreign-office mouthpiece,a young Nouvelle Revue Française diplomat in horn-rimmed spectacles,talked and answered questions for half an hour."
5444,3,"The President of theCouncil was in Lyons making a speech, or, rather he was on his way back.Several people asked questions to hear themselves talk and there were acouple of questions asked by news service men who wanted to know theanswers."
5445,3,There was no news.
5446,3,"I shared a taxi back from the Quai d’Orsaywith Woolsey and Krum.“What do you do nights, Jake?” asked Krum."
5447,3,"“I never see you around.”“Oh, I’m over in the Quarter.”“I’m coming over some night."
5448,3,The Dingo.
5449,3,"That’s the great place, isn’tit?”“Yes."
5450,3,"That, or this new dive, The Select.”“I’ve meant to get over,” said Krum."
5451,3,"“You know how it is, though, with awife and kids.”“Playing any tennis?” Woolsey asked.“Well, no,” said Krum."
5452,3,“I can’t say I’ve played any this year.
5453,3,"I’vetried to get away, but Sundays it’s always rained, and the courts are sodamned crowded.”“The Englishmen all have Saturday off,” Woolsey said.“Lucky beggars,” said Krum."
5454,3,"“Well, I’ll tell you."
5455,3,Some day I’m not goingto be working for an agency.
5456,3,Then I’ll have plenty of time to get out inthe country.”“That’s the thing to do.
5457,3,Live out in the country and have a little car.”“I’ve been thinking some about getting a car next year.”I banged on the glass.
5458,3,The chauffeur stopped.
5459,3,"“Here’s my street,” Isaid."
5460,3,"“Come in and have a drink.”“Thanks, old man,” Krum said."
5461,3,Woolsey shook his head.
5462,3,"“I’ve got to filethat line he got off this morning.”I put a two-franc piece in Krum’s hand.“You’re crazy, Jake,” he said."
5463,3,"“This is on me.”“It’s all on the office, anyway.”“Nope."
5464,3,I want to get it.”I waved good-by.
5465,3,Krum put his head out.
5466,3,“See you at the lunch onWednesday.”“You bet.”I went to the office in the elevator.
5467,3,"Robert Cohn was waiting for me.“Hello, Jake,” he said."
5468,3,“Going out to lunch?”“Yes.
5469,3,Let me see if there is anything new.”“Where will we eat?”“Anywhere.”I was looking over my desk.
5470,3,“Where do you want to eat?”“How about Wetzel’s? They’ve got good hors d’œuvres.”In the restaurant we ordered hors d’œuvres and beer.
5471,3,"The sommelierbrought the beer, tall, beaded on the outside of the steins, and cold.There were a dozen different dishes of hors d’œuvres.“Have any fun last night?” I asked.“No."
5472,3,I don’t think so.”“How’s the writing going?”“Rotten.
5473,3,"I can’t get this second book going.”“That happens to everybody.”“Oh, I’m sure of that."
5474,3,"It gets me worried, though.”“Thought any more about going to South America?”“I mean that.”“Well, why don’t you start off?”“Frances.”“Well,” I said, “take her with you.”“She wouldn’t like it."
5475,3,That isn’t the sort of thing she likes.
5476,3,She likesa lot of people around.”“Tell her to go to hell.”“I can’t.
5477,3,"I’ve got certain obligations to her.”He shoved the sliced cucumbers away and took a pickled herring.“What do you know about Lady Brett Ashley, Jake?”“Her name’s Lady Ashley."
5478,3,Brett’s her own name.
5479,3,"She’s a nice girl,” Isaid."
5480,3,“She’s getting a divorce and she’s going to marry Mike Campbell.He’s over in Scotland now.
5481,3,"Why?”“She’s a remarkably attractive woman.”“Isn’t she?”“There’s a certain quality about her, a certain fineness."
5482,3,"She seems tobe absolutely fine and straight.”“She’s very nice.”“I don’t know how to describe the quality,” Cohn said."
5483,3,“I suppose it’sbreeding.”“You sound as though you liked her pretty well.”“I do.
5484,3,"I shouldn’t wonder if I were in love with her.”“She’s a drunk,” I said."
5485,3,"“She’s in love with Mike Campbell, and she’sgoing to marry him."
5486,3,He’s going to be rich as hell some day.”“I don’t believe she’ll ever marry him.”“Why not?”“I don’t know.
5487,3,I just don’t believe it.
5488,3,"Have you known her a long time?”“Yes,” I said."
5489,3,“She was a V.
5490,3,A.
5491,3,D.
5492,3,in a hospital I was in during thewar.”“She must have been just a kid then.”“She’s thirty-four now.”“When did she marry Ashley?”“During the war.
5493,3,Her own true love had just kicked off with thedysentery.”“You talk sort of bitter.”“Sorry.
5494,3,I didn’t mean to.
5495,3,"I was just trying to give you the facts.”“I don’t believe she would marry anybody she didn’t love.”“Well,” I said."
5496,3,"“She’s done it twice.”“I don’t believe it.”“Well,” I said, “don’t ask me a lot of fool questions if you don’t likethe answers.”“I didn’t ask you that.”“You asked me what I knew about Brett Ashley.”“I didn’t ask you to insult her.”“Oh, go to hell.”He stood up from the table his face white, and stood there white andangry behind the little plates of hors d’œuvres.“Sit down,” I said."
5497,3,"“Don’t be a fool.”“You’ve got to take that back.”“Oh, cut out the prep-school stuff.”“Take it back.”“Sure."
5498,3,Anything.
5499,3,I never heard of Brett Ashley.
5500,3,How’s that?“No.
5501,3,Not that.
5502,3,"About me going to hell.”“Oh, don’t go to hell,” I said."
5503,3,“Stick around.
5504,3,We’re just startinglunch.”Cohn smiled again and sat down.
5505,3,He seemed glad to sit down.
5506,3,"What thehell would he have done if he hadn’t sat down? “You say such damnedinsulting things, Jake.”“I’m sorry."
5507,3,I’ve got a nasty tongue.
5508,3,"I never mean it when I say nastythings.”“I know it,” Cohn said."
5509,3,"“You’re really about the best friend I have,Jake.”God help you, I thought."
5510,3,"“Forget what I said,” I said out loud."
5511,3,“I’msorry.”“It’s all right.
5512,3,It’s fine.
5513,3,I was just sore for a minute.”“Good.
5514,3,Let’s get something else to eat.”After we finished the lunch we walked up to the Café de la Paix and hadcoffee.
5515,3,"I could feel Cohn wanted to bring up Brett again, but I held himoff it."
5516,3,"We talked about one thing and another, and I left him to come tothe office."
5517,3,                               CHAPTER                                   6At five o’clock I was in the Hotel Crillon waiting for Brett.
5518,3,"She wasnot there, so I sat down and wrote some letters."
5519,3,"They were not very goodletters but I hoped their being on Crillon stationery would help them.Brett did not turn up, so about quarter to six I went down to the barand had a Jack Rose with George the barman."
5520,3,"Brett had not been in thebar either, and so I looked for her up-stairs on my way out, and took ataxi to the Café Select."
5521,3,"Crossing the Seine I saw a string of bargesbeing towed empty down the current, riding high, the bargemen at thesweeps as they came toward the bridge."
5522,3,The river looked nice.
5523,3,"It wasalways pleasant crossing bridges in Paris.The taxi rounded the statue of the inventor of the semaphore engaged indoing same, and turned up the Boulevard Raspail, and I sat back to letthat part of the ride pass."
5524,3,The Boulevard Raspail always made dullriding.
5525,3,It was like a certain stretch on the P.
5526,3,L.
5527,3,M.
5528,3,betweenFontainebleau and Montereau that always made me feel bored and dead anddull until it was over.
5529,3,I suppose it is some association of ideas thatmakes those dead places in a journey.
5530,3,There are other streets in Parisas ugly as the Boulevard Raspail.
5531,3,It is a street I do not mind walkingdown at all.
5532,3,But I cannot stand to ride along it.
5533,3,Perhaps I had readsomething about it once.
5534,3,That was the way Robert Cohn was about all ofParis.
5535,3,I wondered where Cohn got that incapacity to enjoy Paris.Possibly from Mencken.
5536,3,"Mencken hates Paris, I believe."
5537,3,So many young menget their likes and dislikes from Mencken.The taxi stopped in front of the Rotonde.
5538,3,"No matter what café inMontparnasse you ask a taxi-driver to bring you to from the right bankof the river, they always take you to the Rotonde."
5539,3,Ten years from now itwill probably be the Dome.
5540,3,"It was near enough, anyway."
5541,3,I walked past thesad tables of the Rotonde to the Select.
5542,3,"There were a few people insideat the bar, and outside, alone, sat Harvey Stone."
5543,3,"He had a pile ofsaucers in front of him, and he needed a shave.“Sit down,” said Harvey, “I’ve been looking for you.”“What’s the matter?”“Nothing."
5544,3,Just looking for you.”“Been out to the races?”“No.
5545,3,Not since Sunday.”“What do you hear from the States?”“Nothing.
5546,3,Absolutely nothing.”“What’s the matter?”“I don’t know.
5547,3,I’m through with them.
5548,3,"I’m absolutely through with them.”He leaned forward and looked me in the eye.“Do you want to know something, Jake?”“Yes.”“I haven’t had anything to eat for five days.”I figured rapidly back in my mind."
5549,3,It was three days ago that Harvey hadwon two hundred francs from me shaking poker dice in the New York Bar.“What’s the matter?”“No money.
5550,3,"Money hasn’t come,” he paused."
5551,3,"“I tell you it’s strange,Jake."
5552,3,When I’m like this I just want to be alone.
5553,3,I want to stay in myown room.
5554,3,"I’m like a cat.”I felt in my pocket.“Would a hundred help you any, Harvey?”“Yes.”“Come on."
5555,3,Let’s go and eat.”“There’s no hurry.
5556,3,Have a drink.”“Better eat.”“No.
5557,3,When I get like this I don’t care whether I eat or not.”We had a drink.
5558,3,"Harvey added my saucer to his own pile.“Do you know Mencken, Harvey?”“Yes."
5559,3,Why?”“What’s he like?”“He’s all right.
5560,3,He says some pretty funny things.
5561,3,Last time I haddinner with him we talked about Hoffenheimer.
5562,3,"‘The trouble is,’ he said,‘he’s a garter snapper.’ That’s not bad.”“That’s not bad.”“He’s through now,” Harvey went on."
5563,3,"“He’s written about all the thingshe knows, and now he’s on all the things he doesn’t know.”“I guess he’s all right,” I said."
5564,3,"“I just can’t read him.”“Oh, nobody reads him now,” Harvey said, “except the people that used toread the Alexander Hamilton Institute.”“Well,” I said."
5565,3,"“That was a good thing, too.”“Sure,” said Harvey."
5566,3,"So we sat and thought deeply for a while.“Have another port?”“All right,” said Harvey.“There comes Cohn,” I said."
5567,3,"Robert Cohn was crossing the street.“That moron,” said Harvey."
5568,3,"Cohn came up to our table.“Hello, you bums,” he said.“Hello, Robert,” Harvey said."
5569,3,“I was just telling Jake here that you’rea moron.”“What do you mean?”“Tell us right off.
5570,3,Don’t think.
5571,3,What would you rather do if you coulddo anything you wanted?”Cohn started to consider.“Don’t think.
5572,3,"Bring it right out.”“I don’t know,” Cohn said."
5573,3,"“What’s it all about, anyway?”“I mean what would you rather do."
5574,3,What comes into your head first.
5575,3,"Nomatter how silly it is.”“I don’t know,” Cohn said."
5576,3,"“I think I’d rather play football again withwhat I know about handling myself, now.”“I misjudged you,” Harvey said."
5577,3,“You’re not a moron.
5578,3,"You’re only a caseof arrested development.”“You’re awfully funny, Harvey,” Cohn said."
5579,3,“Some day somebody will pushyour face in.”Harvey Stone laughed.
5580,3,“You think so.
5581,3,"They won’t, though."
5582,3,Because itwouldn’t make any difference to me.
5583,3,"I’m not a fighter.”“It would make a difference to you if anybody did it.”“No, it wouldn’t."
5584,3,That’s where you make your big mistake.
5585,3,"Because you’renot intelligent.”“Cut it out about me.”“Sure,” said Harvey."
5586,3,“It doesn’t make any difference to me.
5587,3,"You don’tmean anything to me.”“Come on, Harvey,” I said."
5588,3,"“Have another porto.”“No,” he said."
5589,3,“I’m going up the street and eat.
5590,3,"See you later, Jake.”He walked out and up the street."
5591,3,"I watched him crossing the streetthrough the taxis, small, heavy, slowly sure of himself in the traffic.“He always gets me sore,” Cohn said."
5592,3,"“I can’t stand him.”“I like him,” I said."
5593,3,“I’m fond of him.
5594,3,"You don’t want to get sore athim.”“I know it,” Cohn said."
5595,3,“He just gets on my nerves.”“Write this afternoon?”“No.
5596,3,I couldn’t get it going.
5597,3,It’s harder to do than my first book.
5598,3,I’mhaving a hard time handling it.”The sort of healthy conceit that he had when he returned from Americaearly in the spring was gone.
5599,3,"Then he had been sure of his work, onlywith these personal longings for adventure."
5600,3,Now the sureness was gone.Somehow I feel I have not shown Robert Cohn clearly.
5601,3,"The reason is thatuntil he fell in love with Brett, I never heard him make one remark thatwould, in any way, detach him from other people."
5602,3,"He was nice to watch onthe tennis-court, he had a good body, and he kept it in shape; hehandled his cards well at bridge, and he had a funny sort ofundergraduate quality about him."
5603,3,If he were in a crowd nothing he saidstood out.
5604,3,"He wore what used to be called polo shirts at school, and maybe called that still, but he was not professionally youthful."
5605,3,I do notbelieve he thought about his clothes much.
5606,3,Externally he had been formedat Princeton.
5607,3,Internally he had been moulded by the two women who hadtrained him.
5608,3,"He had a nice, boyish sort of cheerfulness that had neverbeen trained out of him, and I probably have not brought it out."
5609,3,Heloved to win at tennis.
5610,3,"He probably loved to win as much as Lenglen, forinstance."
5611,3,"On the other hand, he was not angry at being beaten."
5612,3,When hefell in love with Brett his tennis game went all to pieces.
5613,3,People beathim who had never had a chance with him.
5614,3,"He was very nice about it.Anyhow, we were sitting on the terrace of the Café Select, and HarveyStone had just crossed the street.“Come on up to the Lilas,” I said.“I have a date.”“What time?”“Frances is coming here at seven-fifteen.”“There she is.”Frances Clyne was coming toward us from across the street."
5615,3,She was avery tall girl who walked with a great deal of movement.
5616,3,She waved andsmiled.
5617,3,"We watched her cross the street.“Hello,” she said, “I’m so glad you’re here, Jake."
5618,3,"I’ve been wanting totalk to you.”“Hello, Frances,” said Cohn."
5619,3,"He smiled.“Why, hello, Robert."
5620,3,"Are you here?” She went on, talking rapidly."
5621,3,“I’vehad the darndest time.
5622,3,"This one”—shaking her head at Cohn—“didn’t comehome for lunch.”“I wasn’t supposed to.”“Oh, I know."
5623,3,But you didn’t say anything about it to the cook.
5624,3,"Then Ihad a date myself, and Paula wasn’t at her office."
5625,3,"I went to the Ritzand waited for her, and she never came, and of course I didn’t haveenough money to lunch at the Ritz——”“What did you do?”“Oh, went out, of course.” She spoke in a sort of imitation joyfulmanner."
5626,3,“I always keep my appointments.
5627,3,"No one keeps theirs, nowadays."
5628,3,Iought to know better.
5629,3,"How are you, Jake, anyway?”“Fine.”“That was a fine girl you had at the dance, and then went off with thatBrett one.”“Don’t you like her?” Cohn asked.“I think she’s perfectly charming."
5630,3,"Don’t you?”Cohn said nothing.“Look, Jake."
5631,3,I want to talk with you.
5632,3,"Would you come over with me to theDome? You’ll stay here, won’t you, Robert? Come on, Jake.”We crossed the Boulevard Montparnasse and sat down at a table."
5633,3,"A boycame up with the _Paris Times_, and I bought one and opened it.“What’s the matter, Frances?”“Oh, nothing,” she said, “except that he wants to leave me.”“How do you mean?”“Oh, he told every one that we were going to be married, and I told mymother and every one, and now he doesn’t want to do it.”“What’s the matter?”“He’s decided he hasn’t lived enough."
5634,3,"I knew it would happen when hewent to New York.”She looked up, very bright-eyed and trying to talk inconsequentially.“I wouldn’t marry him if he doesn’t want to."
5635,3,Of course I wouldn’t.
5636,3,Iwouldn’t marry him now for anything.
5637,3,"But it does seem to me to be alittle late now, after we’ve waited three years, and I’ve just gotten mydivorce.”I said nothing.“We were going to celebrate so, and instead we’ve just had scenes."
5638,3,It’sso childish.
5639,3,"We have dreadful scenes, and he cries and begs me to bereasonable, but he says he just can’t do it.”“It’s rotten luck.”“I should say it is rotten luck."
5640,3,I’ve wasted two years and a half on himnow.
5641,3,And I don’t know now if any man will ever want to marry me.
5642,3,"Twoyears ago I could have married anybody I wanted, down at Cannes."
5643,3,All theold ones that wanted to marry somebody chic and settle down were crazyabout me.
5644,3,"Now I don’t think I could get anybody.”“Sure, you could marry anybody.”“No, I don’t believe it."
5645,3,"And I’m fond of him, too."
5646,3,And I’d like to havechildren.
5647,3,I always thought we’d have children.”She looked at me very brightly.
5648,3,"“I never liked children much, but Idon’t want to think I’ll never have them."
5649,3,"I always thought I’d have themand then like them.”“He’s got children.”“Oh, yes."
5650,3,"He’s got children, and he’s got money, and he’s got a richmother, and he’s written a book, and nobody will publish my stuff;nobody at all."
5651,3,"It isn’t bad, either."
5652,3,"And I haven’t got any money at all.I could have had alimony, but I got the divorce the quickest way.”She looked at me again very brightly.“It isn’t right."
5653,3,"It’s my own fault and it’s not, too."
5654,3,I ought to haveknown better.
5655,3,And when I tell him he just cries and says he can’t marry.Why can’t he marry? I’d be a good wife.
5656,3,I’m easy to get along with.
5657,3,Ileave him alone.
5658,3,"It doesn’t do any good.”“It’s a rotten shame.”“Yes, it is a rotten shame."
5659,3,"But there’s no use talking about it, isthere? Come on, let’s go back to the café.”“And of course there isn’t anything I can do.”“No."
5660,3,Just don’t let him know I talked to you.
5661,3,"I know what he wants.” Nowfor the first time she dropped her bright, terribly cheerful manner."
5662,3,"“Hewants to go back to New York alone, and be there when his book comes outso when a lot of little chickens like it."
5663,3,That’s what he wants.”“Maybe they won’t like it.
5664,3,I don’t think he’s that way.
5665,3,"Really.”“You don’t know him like I do, Jake."
5666,3,That’s what he wants to do.
5667,3,I knowit.
5668,3,I know it.
5669,3,That’s why he doesn’t want to marry.
5670,3,He wants to have abig triumph this fall all by himself.”“Want to go back to the café?”“Yes.
5671,3,"Come on.”We got up from the table—they had never brought us a drink—and startedacross the street toward the Select, where Cohn sat smiling at us frombehind the marble-topped table.“Well, what are you smiling at?” Frances asked him."
5672,3,"“Feel pretty happy?”“I was smiling at you and Jake with your secrets.”“Oh, what I’ve told Jake isn’t any secret."
5673,3,Everybody will know it soonenough.
5674,3,"I only wanted to give Jake a decent version.”“What was it? About your going to England?”“Yes, about my going to England."
5675,3,"Oh, Jake! I forgot to tell you."
5676,3,"I’mgoing to England.”“Isn’t that fine!”“Yes, that’s the way it’s done in the very best families."
5677,3,Robert’ssending me.
5678,3,He’s going to give me two hundred pounds and then I’m goingto visit friends.
5679,3,"Won’t it be lovely? The friends don’t know about it,yet.”She turned to Cohn and smiled at him."
5680,3,"He was not smiling now.“You were only going to give me a hundred pounds, weren’t you, Robert?But I made him give me two hundred."
5681,3,He’s really very generous.
5682,3,"Aren’tyou, Robert?”I do not know how people could say such terrible things to Robert Cohn.There are people to whom you could not say insulting things."
5683,3,"They giveyou a feeling that the world would be destroyed, would actually bedestroyed before your eyes, if you said certain things."
5684,3,But here wasCohn taking it all.
5685,3,"Here it was, all going on right before me, and I didnot even feel an impulse to try and stop it."
5686,3,"And this was friendlyjoking to what went on later.“How can you say such things, Frances?” Cohn interrupted.“Listen to him."
5687,3,I’m going to England.
5688,3,I’m going to visit friends.
5689,3,"Evervisit friends that didn’t want you? Oh, they’ll have to take me, allright."
5690,3,"‘How do you do, my dear? Such a long time since we’ve seen you.And how is your dear mother?’ Yes, how is my dear mother? She put allher money into French war bonds."
5691,3,"Yes, she did."
5692,3,Probably the only personin the world that did.
5693,3,‘And what about Robert?’ or else very carefultalking around Robert.
5694,3,"‘You must be most careful not to mention him, mydear."
5695,3,"Poor Frances has had a most unfortunate experience.’ Won’t it befun, Robert? Don’t you think it will be fun, Jake?”She turned to me with that terribly bright smile."
5696,3,"It was verysatisfactory to her to have an audience for this.“And where are you going to be, Robert? It’s my own fault, all right.Perfectly my own fault."
5697,3,When I made you get rid of your little secretaryon the magazine I ought to have known you’d get rid of me the same way.Jake doesn’t know about that.
5698,3,"Should I tell him?”“Shut up, Frances, for God’s sake.”“Yes, I’ll tell him."
5699,3,Robert had a little secretary on the magazine.
5700,3,"Justthe sweetest little thing in the world, and he thought she waswonderful, and then I came along and he thought I was pretty wonderful,too."
5701,3,"So I made him get rid of her, and he had brought her toProvincetown from Carmel when he moved the magazine, and he didn’t evenpay her fare back to the coast."
5702,3,All to please me.
5703,3,"He thought I waspretty fine, then."
5704,3,"Didn’t you, Robert?“You mustn’t misunderstand, Jake, it was absolutely platonic with thesecretary."
5705,3,Not even platonic.
5706,3,"Nothing at all, really."
5707,3,It was just thatshe was so nice.
5708,3,And he did that just to please me.
5709,3,"Well, I suppose thatwe that live by the sword shall perish by the sword."
5710,3,"Isn’t thatliterary, though? You want to remember that for your next book, Robert.“You know Robert is going to get material for a new book."
5711,3,"Aren’t you,Robert? That’s why he’s leaving me."
5712,3,He’s decided I don’t film well.
5713,3,"Yousee, he was so busy all the time that we were living together, writingon this book, that he doesn’t remember anything about us."
5714,3,So now he’sgoing out and get some new material.
5715,3,"Well, I hope he gets somethingfrightfully interesting.“Listen, Robert, dear."
5716,3,Let me tell you something.
5717,3,"You won’t mind, willyou? Don’t have scenes with your young ladies."
5718,3,Try not to.
5719,3,"Because youcan’t have scenes without crying, and then you pity yourself so much youcan’t remember what the other person’s said."
5720,3,You’ll never be able toremember any conversations that way.
5721,3,Just try and be calm.
5722,3,I know it’sawfully hard.
5723,3,"But remember, it’s for literature."
5724,3,We all ought to makesacrifices for literature.
5725,3,Look at me.
5726,3,I’m going to England without aprotest.
5727,3,All for literature.
5728,3,We must all help young writers.
5729,3,"Don’t youthink so, Jake? But you’re not a young writer."
5730,3,"Are you, Robert? You’rethirty-four."
5731,3,"Still, I suppose that is young for a great writer."
5732,3,Look atHardy.
5733,3,Look at Anatole France.
5734,3,He just died a little while ago.
5735,3,"Robertdoesn’t think he’s any good, though."
5736,3,Some of his French friends toldhim.
5737,3,He doesn’t read French very well himself.
5738,3,"He wasn’t a good writerlike you are, was he, Robert? Do you think he ever had to go and lookfor material? What do you suppose he said to his mistresses when hewouldn’t marry them? I wonder if he cried, too? Oh, I’ve just thought ofsomething.” She put her gloved hand up to her lips."
5739,3,"“I know the realreason why Robert won’t marry me, Jake."
5740,3,It’s just come to me.
5741,3,They’vesent it to me in a vision in the Café Select.
5742,3,Isn’t it mystic? Some daythey’ll put a tablet up.
5743,3,Like at Lourdes.
5744,3,"Do you want to hear, Robert?I’ll tell you."
5745,3,It’s so simple.
5746,3,"I wonder why I never thought about it.Why, you see, Robert’s always wanted to have a mistress, and if hedoesn’t marry me, why, then he’s had one."
5747,3,She was his mistress for overtwo years.
5748,3,"See how it is? And if he marries me, like he’s alwayspromised he would, that would be the end of all the romance."
5749,3,"Don’t youthink that’s bright of me to figure that out? It’s true, too."
5750,3,Look athim and see if it’s not.
5751,3,"Where are you going, Jake?”“I’ve got to go in and see Harvey Stone a minute.”Cohn looked up as I went in."
5752,3,His face was white.
5753,3,Why did he sit there?Why did he keep on taking it like that?As I stood against the bar looking out I could see them through thewindow.
5754,3,"Frances was talking on to him, smiling brightly, looking intohis face each time she asked: “Isn’t it so, Robert?” Or maybe she didnot ask that now."
5755,3,Perhaps she said something else.
5756,3,I told the barman Idid not want anything to drink and went out through the side door.
5757,3,As Iwent out the door I looked back through the two thicknesses of glass andsaw them sitting there.
5758,3,She was still talking to him.
5759,3,I went down a sidestreet to the Boulevard Raspail.
5760,3,A taxi came along and I got in and gavethe driver the address of my flat.
5761,3,"                               CHAPTER                                   7As I started up the stairs the concierge knocked on the glass of thedoor of her lodge, and as I stopped she came out."
5762,3,She had some lettersand a telegram.“Here is the post.
5763,3,And there was a lady here to see you.”“Did she leave a card?”“No.
5764,3,She was with a gentleman.
5765,3,It was the one who was here last night.In the end I find she is very nice.”“Was she with a friend of mine?”“I don’t know.
5766,3,He was never here before.
5767,3,He was very large.
5768,3,"Very, verylarge."
5769,3,She was very nice.
5770,3,"Very, very nice."
5771,3,"Last night she was, perhaps,a little—” She put her head on one hand and rocked it up and down.“I’ll speak perfectly frankly, Monsieur Barnes."
5772,3,Last night I found hernot so gentille.
5773,3,Last night I formed another idea of her.
5774,3,But listen towhat I tell you.
5775,3,"She is très, très gentille."
5776,3,She is of very good family.It is a thing you can see.”“They did not leave any word?”“Yes.
5777,3,"They said they would be back in an hour.”“Send them up when they come.”“Yes, Monsieur Barnes."
5778,3,"And that lady, that lady there is some one."
5779,3,"Aneccentric, perhaps, but quelqu’une, quelqu’une!”The concierge, before she became a concierge, had owned a drink-sellingconcession at the Paris race-courses."
5780,3,"Her life-work lay in the pelouse,but she kept an eye on the people of the pesage, and she took greatpride in telling me which of my guests were well brought up, which wereof good family, who were sportsmen, a French word pronounced with theaccent on the men."
5781,3,"The only trouble was that people who did not fallinto any of those three categories were very liable to be told there wasno one home, chez Barnes."
5782,3,"One of my friends, an extremelyunderfed-looking painter, who was obviously to Madame Duzinell neitherwell brought up, of good family, nor a sportsman, wrote me a letterasking if I could get him a pass to get by the concierge so he couldcome up and see me occasionally in the evenings.I went up to the flat wondering what Brett had done to the concierge.The wire was a cable from Bill Gorton, saying he was arriving on the_France_."
5783,3,"I put the mail on the table, went back to the bedroom,undressed and had a shower."
5784,3,I was rubbing down when I heard thedoor-bell pull.
5785,3,I put on a bathrobe and slippers and went to the door.It was Brett.
5786,3,Back of her was the count.
5787,3,"He was holding a great bunch ofroses.“Hello, darling,” said Brett."
5788,3,“Aren’t you going to let us in?”“Come on.
5789,3,I was just bathing.”“Aren’t you the fortunate man.
5790,3,Bathing.”“Only a shower.
5791,3,"Sit down, Count Mippipopolous."
5792,3,"What will you drink?”“I don’t know whether you like flowers, sir,” the count said, “but Itook the liberty of just bringing these roses.”“Here, give them to me.” Brett took them."
5793,3,"“Get me some water in this,Jake.” I filled the big earthenware jug with water in the kitchen, andBrett put the roses in it, and placed them in the centre of thedining-room table.“I say."
5794,3,We have had a day.”“You don’t remember anything about a date with me at the Crillon?”“No.
5795,3,"Did we have one? I must have been blind.”“You were quite drunk, my dear,” said the count.“Wasn’t I, though? And the count’s been a brick, absolutely.”“You’ve got hell’s own drag with the concierge now.”“I ought to have."
5796,3,"Gave her two hundred francs.”“Don’t be a damned fool.”“His,” she said, and nodded at the count.“I thought we ought to give her a little something for last night."
5797,3,"Itwas very late.”“He’s wonderful,” Brett s."
5798,3,"HE LAY flat on the brown, pine-needled floor of the forest, his chin on his folded arms, and high overhead the wind blew in the tops of the pine trees."
5799,3,The mountainside sloped gently where he lay; but below it was steep and he could see the dark of the oiled road wind? ing through the pass.
5800,3,"There was a stream alongside the road and far down the pass he saw a mill beside the stream and the falling water of the dam, white in the summer sunlight.""Is that the mill?"" he asked."
5801,3,"""Yes,""""I do not remember it.""  ""It was built since you were here."
5802,3,"The old mill is farther down; much below the pass.""  He spread the photostated military map out on the forest floor and looked at it carefully."
5803,3,The old man looked over his shoulder.
5804,3,He was a short and solid old man in a black peasant's smock and gray iron? stiff trousers and he wore rope-soled shoes.
5805,3,"He was breathing heavily from the climb and his hand rested on one of the two heavy packs they had been carrying.""Then you cannot see the bridge from here.""  ""No,"" the old man said."
5806,3,"""This is the easy country of the pass where the stream flows gently."
5807,3,"Below, where the road turns out of sight in the trees, it drops suddenly and there is a steep gorge-""""I remember.""""Across this gorge is the bridge."" ""And where are their posts?""""There is a post at the mill that you see there.""  The young man, who was studying the country, took his glasses from the pocket of his faded, khaki flannel shirt, wiped the lenses with a handkerchief, screwed the eyepieces around until the boards of the mill showed suddenly clearly and he saw the wooden bench beside the door; the huge pile of sawdust that rose behind the open shed where the circular saw was, and a stretch of the flume that brought the logs down from the mountainside on the other bank of the stream."
5808,3,"The stream showed clear and smooth-looking in the glasses and, below the curl of the falling water, the spray from the dam was blowing in the wind.""There is no sentry.""  ""There is smoke coming from the millhouse,"" the old man said."
5809,3,"""There are also clothes hanging on a line.""""I see them but I do not see any sentry.""   ""Perhaps he is in the shade,"" the old man explained."
5810,3,"""It is hot there now."
5811,3,"He would be in the shadow at the end we do not see.""""Probably."
5812,3,"Where is the next post?""  ""Below the bridge."
5813,3,"It is at the roadmender's hut at kilometer five from the top of the pass.""""How many men are here?"" He pointed at the mill."
5814,3,"""Perhaps four and a corporal.""""And below?""""More."
5815,3,"I will find out."" ""And at the bridge?""""Always two."
