Source,Sentence
Faulkner,Softness and gentleness and youth (he was just forty) and almost everything else except a kind of stubborn and despairing fortitude and the bleak heritage of his bloodpride had been sweated out of him.
Faulkner,He called her whore.
Faulkner,"He accused the right man (young bachelors, or sawdust Casanovas anyway, were even fewer in number than families) but she would not admit it, though the man had departed six months ago."
Faulkner,"She just repeated stubbornly, “He’s going to send for me."
Faulkner,"He said he would send for me”; unshakable, sheeplike, having drawn upon that reserve of patient and steadfast fidelity upon which the Lucas Burches depend and trust, even though they do not intend to be present when the need for it arises."
Faulkner,Two weeks later she climbed again through the window.
Faulkner, And at night it is better still.
Faulkner,"I used to lie on the pallet in the hall, waiting until I could hear them all asleep, so I could get up and go back to the bucket."
Faulkner,"It would be black, the shelf black, the still surface of the water a round orifice in nothingness, where before I stirred it awake with the dipper I could see maybe a star or two in the bucket, and maybe in the dipper a star or two before I drank."
Faulkner,"After that I was bigger, older."
Faulkner,"Then I would wait until they all went to sleep so I could lie with my shirt-tail up, hearing them asleep, feeling myself without touching myself, feeling the cool silence blowing upon my parts and wondering if Cash was yonder in the darkness doing it too, had been doing it perhaps for the last two years before I could have wanted to or could have."
Faulkner,"Pa's feet are badly splayed, his toes cramped and bent and warped, with no toenail at all on his little toes, from working so hard in the wet in homemade shoes when he was a boy."
Faulkner,Beside his chair his brogans sit.
Faulkner,They look as though they had been hacked with a blunt axe out of pig-iron.
Faulkner,Vernon has been to town.
Faulkner,I have never seen him go to town in overalls.
Faulkner,"His wife, they say."
Faulkner,"She taught school too, once."
Faulkner,I fling the dipper dregs to the ground and wipe my mouth on my sleeve.
Faulkner,It is going to rain before morning.
Faulkner,Maybe before dark.
Faulkner,"""Down to the barn,"" I say."
Faulkner,"""Harnessing the team.""  Down there fooling with that horse."
Faulkner,"He will go on through the barn, into the pasture."
Faulkner,"The horse will not be in sight: he is up there among the pine seedlings, in the cool."
Faulkner,"Jewel whistles, once and shrill."
Faulkner,"The horse snorts, then Jewel sees him, glinting for a gaudy instant among the blue shadows."
Faulkner,"Jewel whistles again; the horse comes dropping down the slope, stiff-legged, his ears cocking and flicking, his mis-matched eyes rolling, and fetches up twenty feet away, broadside on, watching Jewel over his shoulder in an attitude kittenish and alert."
Faulkner,"It's because she wants it told, he thought, so that people whom she will never see and whose names she will never hear and who have never heard her name nor seen her face will read it and know at last why God let us lose the war: that only through the blood of our men and the tears of our women could He slay this demon and efface his name and lineage from the earth."
Faulkner,"Then almost immediately he decided that neither was this the reason why she had sent the note, and sending it, why to him, since if she had merely wanted it told, written, and even printed, she would not have needed to call in anybody—a woman who even in his (Quentin's) father's youth had already established herself as the town's and the county's poetess laureate by issuing to the stern and meager subscription list of the county newspaper poems, ode, eulogy, and epitaph, out of some bitter and implacable reserve of undefeat."
Faulkner,"It would be three hours yet before he would learn why she had sent for him because part of it, the first part of it, Quentin already knew."
Faulkner,It was a part of his twenty years' heritage of breathing the same ai?
Faulkner,"and hearing his father talk about the man Sutpen; a part of the town's—Jefferson's—eighty years' heritage of the same air which the man himself had breathed between this September afternoon in 1909 and that Sunday morning in June in 1833 when he first rode into town out of no discernible past and acquired his land no one knew how and built his house, his mansion, apparently out of nothing and married Ellen Coldfield and begot his two children—the son who widowed the daughter who had not yet been a bride—and so accomplished his allotted course to its violent (Miss Coldfield at least would have said, just) end."
Faulkner,Quentin had grown up with that; the mere names were interchangeable and almost myriad.
Faulkner,"His childhood was full of them; his very body was an empty hall echoing with sonorous defeated names; he was not a being, an entity, he was a commonwealth."
Orwell,"By degrees they were issuing the recruits with uniforms, and because this was Spain everything was issued piecemeal, so that it was never quite certain who had received what, and various of the things we most needed, such as belts and cartridge-boxes, were not issued till the last moment, when the train was actually waiting to take us to the front."
Orwell,"I have spoken of the militia 'uniform', which probably gives a wrong impression."
Orwell,It was not exactly a uniform.
Orwell,Perhaps a 'multiform' would be the proper name for it.
Orwell,"Everyone's clothes followed the same general plan, but they were never quite the same in any two cases."
Orwell,"Practically everyone in the army wore corduroy knee-breeches, but there the uniformity ended."
Orwell,"Some wore puttees, others corduroy gaiters, others leather leggings or high boots."
Orwell,"Everyone wore a zipper jacket, but some of the jackets were of leather, others of wool and of every conceivable colour."
Orwell,The kinds of cap were about as numerous as their wearers.
Orwell,"It was usual to adorn the front of your cap with a party badge, and in addition nearly every man wore a red or red and black handkerchief round his throat."
Orwell,A militia column at that time was an extraordinary-looking rabble.
Orwell,"But the clothes had to be issued as this or that factory rushed them out, and they were not bad clothes considering the circumstances."
Orwell,"The shirts and socks were wretched cotton things, however, quite useless against cold."
Orwell,I hate to think of what the militiamen must have gone through in the earlier months before anything was organized.
Orwell,"I remember coming upon a newspaper of only about two months earlier in which one of the P.O.U.M. leaders, after a visit to the front, said that he would try to see to it that 'every militiaman had a blanket'."
Orwell,A phrase to make you shudder if you have ever slept in a trench.
Orwell,"At one end of the big barn, on a sort of raised platform, Major was already ensconced on his bed of straw, under a lantern which hung from a beam."
Orwell,"He was twelve years old and had lately grown rather stout, but he was still a majestic-looking pig, with a wise and benevolent appearance in spite of the fact that his tushes had never been cut."
Orwell,Before long the other animals began to arrive and make themselves comfortable after their different fashions.
Orwell,"First came the three dogs, Bluebell, Jessie, and Pincher, and then the pigs, who settled down in the straw immediately in front of the platform."
Orwell,"The hens perched themselves on the window-sills, the pigeons fluttered up to the rafters, the sheep and cows lay down behind the pigs and began to chew the cud."
Orwell,"The two cart-horses, Boxer and Clover, came in together, walking very slowly and setting down their vast hairy hoofs with great care lest there should be some small animal concealed in the straw."
Orwell,"Clover was a stout motherly mare approaching middle life, who had never quite got her figure back after her fourth foal."
Orwell,"Boxer was an enormous beast, nearly eighteen hands high, and as strong as any two ordinary horses put together."
Orwell,"A white stripe down his nose gave him a somewhat stupid appearance, and in fact he was not of first-rate intelligence, but he was universally respected for his steadiness of character and tremendous powers of work."
Orwell,"After the horses came Muriel, the white goat, and Benjamin, the donkey."
Orwell,"Benjamin was the oldest animal on the farm, and the worst tempered."
Orwell,"He seldom talked, and when he did, it was usually to make some cynical remark--for instance, he would say that God had given him a tail to keep the flies off, but that he would sooner have had no tail and no flies."
Orwell,Alone among the animals on the farm he never laughed.
Orwell,"If asked why, he would say that he saw nothing to laugh at."
Orwell,"Nevertheless, without openly admitting it, he was devoted to Boxer; the two of them usually spent their Sundays together in the small paddock beyond the orchard, grazing side by side and never speaking."
Orwell," The shop was a narrow, cold sort of room."
Orwell,"On the outside of the window a few white letters, relics of ancient chocolate advertisements, were scattered like stars."
Orwell,"Inside there was a slab upon which lay the great white folds of tripe, and the grey flocculent stuff known as 'black tripe', and the ghostly translucent feet of pigs, ready boiled."
Orwell,"It was the ordinary 'tripe and pea' shop, and not much else was stocked except bread, cigarettes, and tinned stuff."
Orwell,"'Teas' were advertised in the window, but if a customer demanded a cup of tea he was usually put off with excuses."
Orwell,"Mr Brooker, though out of work for two years, was a miner by trade, but he and his wife had been keeping shops of various kinds as a side-line all their lives."
Orwell,"At one time they had had a pub, but they had lost their licence for allowing gambling on the premises."
Orwell,I doubt whether any of their businesses had ever paid; they were the kind of people who run a business chiefly in order to have something to grumble about.
Orwell,"Mr Brooker was a dark, small-boned, sour, Irish-looking man, and astonishingly dirty."
Orwell,I don't think I ever once saw his hands clean.
Orwell,"As Mrs Brooker was now an invalid he prepared most of the food, and like all people with permanently dirty hands he had a peculiarly intimate, lingering manner of handling things."
Orwell,If he gave you a slice of bread-and-butter there was always a black thumb-print on it.
Orwell,"Even in the early morning when he descended into the mysterious den behind Mrs Brooker's sofa and fished out the tripe, his hands were already black."
Orwell,I heard dreadful stories from the other lodgers about the place where the tripe was kept.
Orwell,Blackbeetles were said to swarm there.
Orwell,"I do not know how often fresh consignments of tripe were ordered, but it was at long intervals, for Mrs Brooker used to date events by it."
Orwell,"'Let me see now, I've had in three lots of froze (frozen tripe) since that happened,' etc."
Orwell,We lodgers were never given tripe to eat.
Orwell,At the time I imagined that this was because tripe was too expensive; I have since thought that it was merely because we knew too much about it.
Orwell,"The Brookers never ate tripe themselves, I noticed."
Orwell, For some reason the telescreen in the living-room was in an unusual position.
Orwell,"Instead of being placed, as was normal, in the end wall, where it could command the whole room, it was in the longer wall, opposite the window."
Orwell,"To one side of it there was a shallow alcove in which Winston was now sitting, and which, when the flats were built, had probably been intended to hold bookshelves."
Orwell,"By sitting in the alcove, and keeping well back, Winston was able to remain outside the range of the telescreen, so far as sight went."
Orwell,"He could be heard, of course, but so long as he stayed in his present position he could not be seen."
Orwell,It was partly the unusual geography of the room that had suggested to him the thing that he was now about to do.
Orwell, But it had also been suggested by the book that he had just taken out of the drawer.
Orwell,It was a peculiarly beautiful book.
Orwell,"Its smooth creamy paper, a little yellowed by age, was of a kind that had not been manufactured for at least forty years past."
Orwell,"He could guess, however, that the book was much older than that."
Orwell,He had seen it lying in the window of a frowsy little junk-shop in a slummy quarter of the town (just what quarter he did not now remember) and had been stricken immediately by an overwhelming desire to possess it.
Orwell,"Party members were supposed not to go into ordinary shops ('dealing on the free market', it was called), but the rule was not strictly kept, because there were various things, such as shoelaces and razor blades, which it was impossible to get hold of in any other way."
Orwell,He had given a quick glance up and down the street and then had slipped inside and bought the book for two dollars fifty.
Orwell,At the time he was not conscious of wanting it for any particular purpose.
Orwell,He had carried it guiltily home in his briefcase.
Orwell,"Even with nothing written in it, it was a compromising possession."
Kerouac,"Then came spring, the great time of traveling, and everybody in the scattered gang was getting ready to take one trip or another."
Kerouac,"I was busily at work on my novel and when I carne to the halfway mark, after a trip down South with my aunt to visit my brother Rocco, I got ready to travel West for the very first time."
Kerouac,Dean had already left.
Kerouac,Carlo and I saw him off at the 34th Street Greyhound station.
Kerouac,Upstairs they had a place where you could make pictures for a quarter.
Kerouac,Carlo took off his glasses and looked sinister.
Kerouac,Dean made a profile shot and looked coyly around.
Kerouac,I took a straight picture that made me look like a thirty-year-old Italian who’d kill anybody who said anything against his mother.
Kerouac,This picture Carlo and Dean neatly cut down the middle with a razor and saved a half each in their wallets.
Kerouac,Dean was wearing a real Western business suit for his big trip back to Denver; he’d finished his first fling in New York.
Kerouac,"I say fling, but he only worked like a dog in parking lots."
Kerouac,"The most fantastic parking-lot attendant in the world, he can back a car forty miles an hour into a tight squeeze and stop at the wall, jump out, race among fenders, leap into another car, circle it fifty miles an hour in a narrow space, back swiftly into tight spot, hump, snap the car with the emergency so that you see it bounce as he flies out; then clear to the ticket shack, sprinting like a track star, hand a ticket, leap into a newly arrived car before the owner’s half out, leap literally under him as he steps out, start the car with the door flapping, and roar off to the next available spot, arc, pop in, brake, out, run; working like that without pause eight hours a night, evening rush hours and after-theater rush hours, in greasy wino pants with a frayed fur-lined jacket and beat shoes that flap."
Kerouac,"Now he’d bought a new suit to go back in; blue with pencil stripes, vest and all - eleven dollars on Third Avenue, with a watch and watch chain, and a portable typewriter with which he was going to start writing in a Denver rooming house as soon as he got a job there."
Kerouac,"We had a farewell meal of franks and beans in a Seventh Avenue Riker’s, and then Dean got on the bus that said Chicago and roared off into the night."
Kerouac,There went our wrangler.
Kerouac,I promised myself to go the same way when spring really bloomed and opened up the land.
Kerouac,"In the month of July 1947, having saved about fifty dollars from old veteran benefits, I was ready to go to the West Coast."
Kerouac,"My friend Remi Boncœur had written me a letter from San Francisco, saying I should come and ship out with him on an around-the-world liner."
Kerouac,He swore he could get me into the engine room.
Kerouac,I wrote back and said I’d be satisfied with any old freighter so long as I could take a few long Pacific trips and come back with enough money to support myself in my aunt’s house while I finished my book.
Kerouac,He said he had a shack in Mill City and I would have all the time in the world to write there while we went through the rigmarole of getting the ship.
Kerouac,He was living with a girl called Lee Ann; he said she was a marvelous cook and everything would jump.
Kerouac,"Remi was an old prep-school friend, a Frenchman brought up in Paris and a really mad guy - I didn’t know how mad at this time."
Kerouac,So he expected me to arrive in ten days.
Kerouac,"My aunt was all in accord with my trip to the West; she said it would do me good, I’d been working so hard all winter and staying in too much; she even didn’t complain when I told her I’d have to hitchhike some."
Kerouac,All she wanted was for me to come back in one piece.
Kerouac,"So, leaving my big half-manuscript sitting on top of my desk, and folding back my comfortable home sheets for the last time one morning, I left with my canvas bag in which a few fundamental things were packed and took off for the Pacific Ocean with the fifty dollars in my pocket."
Kerouac,"I jumped over the side and ran across Highway 101 to the store, and bought, besides wine, a little bread and candy."
Kerouac,I ran back to my freight train which had another fifteen minutes to wait in the now warm sunny scene.
Kerouac,But it was late afternoon and bound to get cold soon.
Kerouac,The little bum was sitting cross-legged at his end before a pitiful repast of one can of sardines.
Kerouac,"I took pity on him and went over and said, ""How about a little wine to warm you up?"
Kerouac,"Maybe you'd like some bread and cheese with your sardines."" ""Sure thing."" He spoke from far away inside a little meek voice-box afraid or unwilling to assert himself."
Kerouac,I'd bought the cheese three days ago in Mexico City before the long cheap bus trip across Zacatecas and Durango and Chihuahua two thousand long miles to the border at El Paso.
Kerouac,He ate the cheese and bread and drank the wine with gusto and gratitude.
Kerouac,I was pleased.
Kerouac,"I reminded myself of the line in the Diamond Sutra that says, ""Practice charity without holding in mind any conceptions about charity, for charity after all is just a word."" I was very devout in those days and was practicing my religious devotions almost to perfection."
Kerouac,Since then I've become a little hypocritical about my lip-service and a little tired and cynical.
Kerouac,Because now I am grown so old and neutral.
Kerouac,"But then I really believed in the reality of charity and kindness and humility and zeal and neutral tranquillity and wisdom and ecstasy, and I believed that I was an old time bhikku in modern clothes wandering the world (usually the immense triangular arc of New York to Mexico City to San Francisco) in order to turn the wheel of the True Meaning, or Dharma, and gain merit for myself as a future Buddha (Awakener) and as a future Hero in Paradise."
Kerouac,"I had not met Japhy Ryder yet, I was about to the next week, or heard anything about ""Dharma Bums"" although at this time I was a perfect Dharma Bum myself and considered myself a religious wanderer."
Kerouac,"The little bum in the gondola solidified all my beliefs by warming up to the wine and talking and finally whipping out a tiny slip of paper which contained a prayer by Saint Teresa announcing that after her death she will return to the earth by showering it with roses from heaven, forever, for all living creatures."
Kerouac,"And I look around the dismal cell, there’s my hopeful rucksack all neatly packed with everything necessary to live in the woods, even unto the minutest first aid kit and diet details and even a neat little sewing kit cleverly reinforced by my good mother (like extra safety pins, buttons, special sewing needles, little aluminum scissors)… The hopeful medal of St Christopher even which she’d sewn on the flap… The survival kit all in there down to the last little survival sweater and handkerchief and tennis sneakers (for hiking) — But the rucksack sits hopefully in a strewn mess of bottles all empty, empty poor boys of white port, butts, junk, horror… “One fast move or I’m gone, “ I realize, gone the way of the last three years of drunken hopelessness which is a physical and spiritual and metaphysical hopelessness you cant learn in school no matter how many books on existentialism or pessimism you read, or how many jugs of vision producing Ayahuasca you drink, or Mescaline take, or Peyote goop up with — That feeling when you wake up with the delirium tremens with the fear of eerie death dripping from your ears like those special heavy cobwebs spiders weave in the hot countries, the feeling of being a bent back mudman monster groaning underground in hot steaming mud pulling a long hot burden nowhere, the feeling of standing ankledeep in hot boiled pork blood, ugh, of being up to your waist in a giant pan of greasy brown dishwater not a trace of suds left in it… The face of yourself you see in the mirror with its expression of unbearable anguish so haggard and awful with sorrow you cant even cry for a thing so ugly, so lost, no connection whatever with early perfection and therefore nothing to connect with tears or anything: it’s like William Seward Burroughs” “Stranger” suddenly appearing in your place in the mirror — Enough! “One fast move or I’m gone” so I jump up, do my headstand first to pump blood back into the hairy brain, take a shower in the hall, new T-shirt and socks and underwear, pack vigorously, hoist the rucksack and run out throwing the key on the desk and hit the cold street and walk fast to the nearest little grocery store to buy two days of food, stick it in the rucksack, hike thru lost alleys of Russian sorrow where bums sit head on knees in foggy doorways in the goopy eerie city night I’ve got to escape or die, and into the bus station In a half hour into a bus seat, the bus says “Monterey” and off we go down the clean neon hiway and I sleep all the way, waking up amazed and well again smelling sea air the bus driver shaking me “End of the line, Monterey."
Kerouac,"And by God it is Monterey, I stand sleepy in the 2 A.M."
Kerouac,seeing vague little fishing masts across the street from the bus driveway.
Kerouac,Now all I've got to do to complete my escape is get 14 miles down the coast to the Raton Canyon bridge and hike in.
Hemingway,My money was wet but was all right.
Hemingway,I counted it.
Hemingway,There were three thousand and some lire.
Hemingway,My clothes felt wet and clammy and I slapped my arms to keep the circulation going.
Hemingway,I had wovenunderwear and I did not think I would catch cold if I kept moving.
Hemingway,They had taken my pistol at the road and I put the holster under my coat.
Hemingway,I had no cape and it was cold in the rain.
Hemingway,I started up the bank of the canal.
Hemingway,"It was daylight and the country was wet, low and dismal looking."
Hemingway,The fields were bare and wet; a long way away I could see a campanile rising out of the plain.
Hemingway,I came up onto a road.
Hemingway,Ahead I saw some troops coming down the road.
Hemingway,I limped along the side of the road and they passed me and paid no attention to me.
Hemingway,They were a machine-gun detachment going up toward the river.
Hemingway,I went on down the road.
Hemingway,That day I crossed the Venetian plain.
Hemingway,It is a low level country and under the rain it is even flatter.
Hemingway,Toward the sea there are salt marshes and very few roads.
Hemingway,The roads all go along the river mouths to the sea and to cross the country you must go along the paths beside the canals.
Hemingway,I was working across the country from the north to the south and had crossed two railway lines and many roads and finally I came out at the end of a path onto a railway line where it ran beside a marsh.
Hemingway,"It was the main line from Venice to Trieste, with a high solid embankment, a solid roadbed and double track."
Hemingway,Down the tracks a way was a flag- station and I could see soldiers on guard.
Hemingway,Up the line there was a bridge over a stream that flowed into the marsh.
Hemingway,I could see a guard too at the bridge.
Hemingway,"Crossing the fields to the north I had seen a train pass on this railroad, visible a long way across the flat plain, and I thought a train might come from Portogruaro."
Hemingway,I watched the guards and lay down on the embankment so that I could see both ways along the track.
Hemingway,"The guard at the bridgewalked a way up the line toward where flay, then turned and went back toward the bridge."
Hemingway,"I lay, and was hungry, and waited for the train."
Hemingway,The one I had seen was so long that the engine moved it very slowly and I was sure I could get aboard it.
Hemingway,After I had almost given up hoping for one I saw a train coming.
Hemingway,"The engine, coming straight on, grew larger slowly."
Hemingway,I looked at the guard at the bridge.
Hemingway,He was walking on the near side of the bridge but on the other side of the tracks.
Hemingway,That would put him out of sight when the train passed.
Hemingway,I watched the engine come nearer.
Hemingway,It was working hard.
Hemingway,I could see there were many cars.
Hemingway,"I knew there would be guards on the train, and I tried to see where they were, but, keeping out of sight, I could not."
Hemingway,The engine was almost to where I was lying.
Hemingway,"When it came opposite, working and puffing even on the level, and I saw the engineer pass, I stood up and stepped up close to the passing cars."
Hemingway,If the guards were watching I was a less suspicious object standing beside the track.
Hemingway,Several closed freight-cars passed.
Hemingway,"Then I saw a low open car of the sort they call gondolas coming, covered with canvas."
Hemingway,"I stood until it had almost passed, then jumped and caught the rear hand-rods and pulled up."
Hemingway,I crawled down between the gondola and the shelter of the high freight- car behind.
Hemingway,I did not think any one had seen me.
Hemingway,"I was holding to the hand-rods and crouching low, my feet on the coupling."
Hemingway,We were almost opposite the bridge.
Hemingway,I remembered the guard.
Hemingway,As we passed him he looked at me.
Hemingway,He was a boy and his helmet was too big for him.
Hemingway,I stared at him contemptuously and he looked away.
Hemingway,He thought I had something to do with the train.
Hemingway,We were past.
Hemingway,"I saw him still looking uncomfortable, watching the other cars pass and I stooped to see how the canvas was fastened."
Hemingway,It had grummets and was laced down at the edge with cord.
Hemingway,"I took out my knife, cut the cord and put my arm under."
Hemingway,There were hard bulges under the canvas that tightened in the rain.
Hemingway,I looked up and ahead.
Hemingway,There was a guard on the freight-car ahead but he was looking forward.
Hemingway,I let go of the hand-rails and ducked under the canvas.
Hemingway,My forehead hit something that gave me a violent bump and I felt blood on my face but I crawled on in and lay flat.
Hemingway,Then I turned around and fastened down the canvas.
Hemingway,I was in under the canvas with guns.
Hemingway,They smelled cleanly of oil and grease.
Hemingway,I lay and listened to the rain on the canvas and the clicking of the car over the rails.
Hemingway,There was a little light came through and I lay and looked at the guns.
Hemingway,They had their canvas jackets on.
Hemingway,I thought they must have been sent ahead from the third army.
Hemingway,"The bump on my forehead was swollen and I stopped the bleeding by lying still and letting it coagulate, then picked away the dried blood except over the cut."
Hemingway,"I had no handkerchief, but feeling with my fingers I washed away where the dried blood had been, with rainwater that dripped from the canvas, and wiped it clean with the sleeve of my coat."
Hemingway,I did not want to look conspicuous.
Hemingway,I knew I would have to get out before they got to Mestre because they would be taking care of these guns.
Hemingway,They had no guns to lose or forget about.
Hemingway,I was terrifically hungry.
Lawrence,"The man is engine-driver at High Park, tall, with a beard, and very
chapel."
Lawrence,"The woman is a birdy bit of a thing who loves anything
superior."
Lawrence,King's English and allow-me! all the time.
Lawrence,"But they lost
their only son in the war, and it's sort of knocked a hole in them."
Lawrence,"There's a long gawky lass of a daughter training for a school-teacher,
and I help her with her lessons sometimes, so we're quite the family."
Lawrence,"But they're very decent people, and only too kind to me."
Lawrence,"I expect I'm
more coddled than you are."
Lawrence,"It's not inspiring, but then I don't ask to
be inspired."
Lawrence,"I'm used to horses, and cows, though they are very female,
have a soothing effect on me."
Lawrence,"When I sit with my head in her side,
milking, I feel very solaced."
Lawrence,They have six rather fine Herefords.
Lawrence,"Oat-harvest is just over and I enjoyed it, in spite of sore hands and a
lot of rain."
Lawrence,"I don't take much notice of people, but get on with them
all right."
Lawrence,Most things one just ignores.
Lawrence,"I sometimes sit in the Wellington and talk
to the men."
Lawrence,"They grumble a lot, but they're not going to alter
anything."
Lawrence,"As everybody says, the Notts-Derby miners have got their
hearts in the right place."
Lawrence,"But the rest of their anatomy must be in the
wrong place, in a world that has no use for them."
Lawrence,"I like them, but they
don't cheer me much: not enough of the old fighting-cock in them."
Lawrence,"They
talk a lot about nationalization, nationalization of royalties,
nationalization of the whole industry."
Lawrence,"But you can't nationalize coal
and leave all the other industries as they are."
Lawrence,"They talk about putting
coal to new uses, like Sir Clifford is trying to do."
Lawrence,"It may work here
and there, but not as a general thing, I doubt."
Lawrence,"Whatever you make
you've got to sell it."
Lawrence,The men are very apathetic.
Lawrence,"They feel the whole
damned thing is doomed, and I believe it is."
Lawrence,"And they are doomed along
with it."
Lawrence,"Some of the young ones spout about a Soviet, but there's not
much conviction in them."
Lawrence,"There's no sort of conviction about anything,
except that it's all a muddle and a hole."
Lawrence,"Even under a Soviet you've
still got to sell coal: and that's the difficulty."
Lawrence,"The women talk a lot
more than the men, nowadays, and they are a sight more cock-sure."
Lawrence,"The
men are limp, they feel a doom somewhere, and they go about as if there
was nothing to be done."
Lawrence,"Anyhow, nobody knows what should be done in
spite of all the talk, the young ones get mad because they've no money
to spend."
Lawrence,"Their whole life depends on spending money, and now they've
got none to spend."
Lawrence,"That's our civilization and our education: bring up
the masses to depend entirely on spending money, and then the money
gives out."
Lawrence,"The pits are working two days, two and a half days a week,
and there's no sign of betterment even for the winter."
Lawrence,"It means a man
bringing up a family on twenty-five and thirty shillings."
Lawrence,"The women are
the maddest of all."
Lawrence,"But then they're the maddest for spending,
nowadays."
Lawrence,"If only they were educated to LIVE instead of
earn and spend, they could manage very happily on twenty-five
shillings."
Lawrence,"If the men wore scarlet trousers as I said, they wouldn't
think so much of money: if they could dance and hop and skip, and sing
and swagger and be handsome, they could do with very little cash."
Lawrence,"And
amuse the women themselves, and be amused by the women."
Lawrence,"They ought to
learn to be naked and handsome, and to sing in a mass and dance the old
group dances, and carve the stools they sit on, and embroider their own
emblems."
Lawrence,Then they wouldn't need money.
Lawrence,"And that's the only way to
solve the industrial problem: train the people to be able to live and
live in handsomeness, without needing to spend."
Lawrence,But you can't do it.
Lawrence,They're all one-track minds nowadays.
Lawrence,"Whereas the mass of people
oughtn't even to try to think, because they can't."
Lawrence,"They should be alive
and frisky, and acknowledge the great god Pan."
Lawrence,"He's the only god for
the masses, forever."
Lawrence,The few can go in for higher cults if they like.
Lawrence,But let the mass be forever pagan.
Lawrence,"They're a sad lot, a
deadened lot of men: dead to their women, dead to life."
Lawrence,"The young ones
scoot about on motor-bikes with girls, and jazz when they get a chance,
But they're very dead."
Lawrence,And it needs money.
Lawrence,"Money poisons you when
you've got it, and starves you when you haven't."
Wharton, Before my own time there was up I had learned to know what that meant.
Wharton,"Yet I had come in the degenerate day of trolley, bicycle and rural delivery, when communication was easy between the scattered mountain villages, and the bigger towns in the valleys, such as Bettsbridge and Shadd's Falls, had libraries, theatres and Y."
Wharton,halls to which the youth of the hills could descend for recreation.
Wharton,"But when winter shut down on Starkfield and the village lay under a sheet of snow perpetually renewed from the pale skies, I began to see what life there--or rather its negation--must have been in Ethan Frome's young manhood."
Wharton," I had been sent up by my employers on a job connected with the big power-house at Corbury Junction, and a long-drawn carpenters' strike had so delayed the work that I found myself anchored at Starkfield--the nearest habitable spot--for the best part of the winter."
Wharton,"I chafed at first, and then, under the hypnotising effect of routine, gradually began to find a grim satisfaction in the life."
Wharton,During the early part of my stay I had been struck by the contrast between the vitality of the climate and the deadness of the community.
Wharton,"Day by day, after the December snows were over, a blazing blue sky poured down torrents of light and air on the white landscape, which gave them back in an intenser glitter."
Wharton,One would have supposed that such an atmosphere must quicken the emotions as well as the blood; but it seemed to produce no change except that of retarding still more the sluggish pulse of Starkfield.
Wharton,"When I had been there a little longer, and had seen this phase of crystal clearness followed by long stretches of sunless cold; when the storms of February had pitched their white tents about the devoted village and the wild cavalry of March winds had charged down to their support; I began to understand why Starkfield emerged from its six months' siege like a starved garrison capitulating without quarter."
Wharton,"Twenty years earlier the means of resistance must have been far fewer, and the enemy in command of almost all the lines of access between the beleaguered villages; and, considering these things, I felt the sinister force of Harmon's phrase: “Most of the smart ones get away.” But if that were the case, how could any combination of obstacles have hindered the flight of a man like Ethan Frome?"
Wharton, During my stay at Starkfield I lodged with a middle-aged widow colloquially known as Mrs.
Wharton,Ned Hale.
Wharton,Mrs.
Wharton,"Hale's father had been the village lawyer of the previous generation, and “lawyer Varnum's house,”  where my landlady still lived with her mother, was the most considerable mansion in the village."
Wharton,"It stood at one end of the main street, its classic portico and small-paned windows looking down a flagged path between Norway spruces to the slim white steeple of the Congregational church."
Wharton,"It was clear that the Varnum fortunes were at the ebb, but the two women did what they could to preserve a decent dignity; and Mrs."
Wharton,"Hale, in particular, had a certain wan refinement not out of keeping with her pale old-fashioned house."
Wharton," In the “best parlour,” with its black horse-hair and mahogany weakly illuminated by a gurgling Carcel lamp, I listened every evening to another and more delicately shaded version of the Starkfield chronicle."
Wharton,It was not that Mrs.
Wharton,"Ned Hale felt, or affected, any social superiority to the people about her; it was only that the accident of a finer sensibility and a little more education had put just enough distance between herself and her neighbours to enable her to judge them with detachment."
Wharton,"She was not unwilling to exercise this faculty, and I had great hopes of getting from her the missing facts of Ethan Frome's story, or rather such a key to his character as should co-ordinate the facts I knew."
Wharton,Her mind was a store-house of innocuous anecdote and any question about her acquaintances brought forth a volume of detail; but on the subject of Ethan Frome I found her unexpectedly reticent.
Wharton,"There was no hint of disapproval in her reserve; I merely felt in her an insurmountable reluctance to speak of him or his affairs, a low “Yes, I knew them both..."
Wharton,it was awful...” seeming to be the utmost concession that her distress could make to my curiosity.
Wharton," So marked was the change in her manner, such depths of sad initiation did it imply, that, with some doubts as to my delicacy, I put the case anew to my village oracle, Harmon Gow; but got for my pains only an uncomprehending grunt."
Wharton," “Ruth Varnum was always as nervous as a rat; and, come to think of it, she was the first one to see 'em after they was picked up."
Wharton,"It happened right below lawyer Varnum's, down at the bend of the Corbury road, just round about the time that Ruth got engaged to Ned Hale."
Wharton,"The young folks was all friends, and I guess she just can't bear to talk about it."
Wharton,"She's had troubles enough of her own.”  All the dwellers in Starkfield, as in more notable communities, had had troubles enough of their own to make them comparatively indifferent to those of their neighbours; and though all conceded that Ethan Frome's had been beyond the common measure, no one gave me an explanation of the look in his face which, as I persisted in thinking, neither poverty nor physical suffering could have put there."
Wharton,"Nevertheless, I might have contented myself with the story pieced together from these hints had it not been for the provocation of Mrs."
Wharton,"Hale's silence, and--a little later--for the accident of personal contact with the man."
Wharton, He did not in the least wish the future Mrs.
Wharton,Newland Archer to be a simpleton.
