Source,Sentence
Faulkner," She wore a dressing gown of quilted black satin, holding it close under her chin."
Faulkner,"In the other hand she held a red rubber hot water bottle and she stood at the head of the back stairway, calling ""Dilsey"" at steady and inflectionless intervals into the quiet stairwell that descended into complete darkness, then opened again where a gray window fell across it."
Faulkner,"""Dilsey,"" she called, without inflection or emphasis or haste, as though she were not listening for a reply at all."
Faulkner,"""Dilsey."" "
Orwell, Mr Pitcairn does not tell us how and when it became clear that the P.O.U.M. possessed scores of machine-guns and several thousand rifles.
Orwell,"I have given an estimate of the arms which were at three of the principal P.O.U.M. buildings--about eighty rifles, a few bombs, and no machine-guns; i.e. about sufficient for the armed guards which, at that time, all the political parties placed on their buildings."
Orwell,"It seems strange that afterwards, when the P.O.U.M. was suppressed and all its buildings seized, these thousands of weapons never came to light; especially the tanks and field-guns, which are not the kind of thing that can be hidden up the chimney."
Orwell,But what is revealing in the two statements above is the complete ignorance they display of the local circumstances.
Orwell,According to Mr Pitcairn the P.O.U.M. stole tanks 'from the barracks'.
Orwell,He does not tell us which barracks.
Orwell,"The P.O.U.M. militiamen who were in Barcelona (now comparatively few, as direct recruitment to the party militias had ceased) shared the Lenin Barracks with a considerably larger number of Popular Army troops."
Orwell,"Mr Pitcairn is asking us to believe, therefore, that the P.O.U.M. stole tanks with the connivance of the Popular Army."
Orwell,It is the same with the 'premises' on which the 75-mm.
Orwell,guns were concealed.
Orwell,There is no mention of where these 'premises' were.
Orwell,"Those batteries of guns, firing on the Plaza de Espana appeared in many newspaper reports, but I think we can say with certainty that they never existed."
Orwell,"As I mentioned earlier, I heard no artillery-fire during the fighting, though the Plaza de Espana was only a mile or so away."
Orwell,A few days later I examined the Plaza de Espana and could find no buildings that showed marks of shell-fire.
Orwell,And an eye-witness who was in that neighbourhood throughout the fighting declares that no guns ever appeared there.
Orwell,"(Incidentally, the tale of the stolen guns may have originated with Antonov-Ovseenko, the Russian Consul-General."
Orwell,"He, at any rate, communicated it to a well-known English journalist, who afterwards repeated it in good faith in a weekly paper."
Orwell,Antonov-Ovseenko has since been 'purged'.
Orwell,"How this would affect his credibility I do not know.) The truth is, of course, that these tales about tanks, field-guns, and so forth have only been invented because otherwise it is difficult to reconcile the scale of the Barcelona fighting with the P.O.U.M. 's small numbers."
Orwell,"It was necessary to claim that the P.O.U.M. was wholly responsible for the fighting; it was also necessary to claim that it was an insignificant party with no following and 'numbered only a few thousand members', according to _Inprecor_."
Orwell,The only hope of making both statements credible was to pretend that the P.O.U.M. had all the weapons of a modern mechanized army.
Orwell,"But none of these projects ever comes anywhere near realization, and none of the three super-states ever gains a significant lead on the others."
Orwell,"What is more remarkable is that all three powers already possess, in the atomic bomb, a weapon far more powerful than any that their present researches are likely to discover."
Orwell,"Although the Party, according to its habit, claims the invention for itself, atomic bombs first appeared as early as the nineteen-forties, and were first used on a large scale about ten years later."
Orwell,"At that time some hundreds of bombs were dropped on industrial centres, chiefly in European Russia, Western Europe, and North America."
Orwell,"The effect was to convince the ruling groups of all countries that a few more atomic bombs would mean the end of organized society, and hence of their own power."
Orwell,"Thereafter, although no formal agreement was ever made or hinted at, no more bombs were dropped."
Orwell,All three powers merely continue to produce atomic bombs and store them up against the decisive opportunity which they all believe will come sooner or later.
Orwell,And meanwhile the art of war has remained almost stationary for thirty or forty years.
Orwell,"Helicopters are more used than they were formerly, bombing planes have been largely superseded by self-propelled projectiles, and the fragile movable battleship has given way to the almost unsinkable Floating Fortress; but otherwise there has been little development."
Orwell,"The tank, the submarine, the torpedo, the machine gun, even the rifle and the hand grenade are still in use."
Orwell,"And in spite of the endless slaughters reported in the Press and on the telescreens, the desperate battles of earlier wars, in which hundreds of thousands or even millions of men were often killed in a few weeks, have never been repeated."
Orwell,None of the three super-states ever attempts any manoeuvre which involves the risk of serious defeat.
Orwell,"When any large operation is undertaken, it is usually a surprise attack against an ally."
Orwell,"The strategy that all three powers are following, or pretend to themselves that they are following, is the same."
Orwell,"The plan is, by a combination of fighting, bargaining, and well-timed strokes of treachery, to acquire a ring of bases completely encircling one or other of the rival states, and then to sign a pact of friendship with that rival and remain on peaceful terms for so many years as to lull suspicion to sleep."
Orwell,"During this time rockets loaded with atomic bombs can be assembled at all the strategic spots; finally they will all be fired simultaneously, with effects so devastating as to make retaliation impossible."
Orwell,"It will then be time to sign a pact of friendship with the remaining world-power, in preparation for another attack."
Orwell,"This scheme, it is hardly necessary to say, is a mere daydream, impossible of realization."
Orwell,"Moreover, no fighting ever occurs except in the disputed areas round the Equator and the Pole: no invasion of enemy territory is ever undertaken."
Orwell,This explains the fact that in some places the frontiers between the super-states are arbitrary.
Orwell,"Eurasia, for example, could easily conquer the British Isles, which are geographically part of Europe, or on the other hand it would be possible for Oceania to push its frontiers to the Rhine or even to the Vistula."
Orwell,"But this would violate the principle, followed on all sides though never formulated, of cultural integrity."
Orwell,"If Oceania were to conquer the areas that used once to be known as France and Germany, it would be necessary either to exterminate the inhabitants, a task of great physical difficulty, or to assimilate a population of about a hundred million people, who, so far as technical development goes, are roughly on the Oceanic level."
Orwell,The problem is the same for all three super-states.
Orwell,"It is absolutely necessary to their structure that there should be no contact with foreigners, except, to a limited extent, with war prisoners and coloured slaves."
Orwell,Even the official ally of the moment is always regarded with the darkest suspicion.
Orwell,"War prisoners apart, the average citizen of Oceania never sets eyes on a citizen of either Eurasia or Eastasia, and he is forbidden the knowledge of foreign languages."
Orwell,If he were allowed contact with foreigners he would discover that they are creatures similar to himself and that most of what he has been told about them is lies.
Orwell,"The sealed world in which he lives would be broken, and the fear, hatred, and self-righteousness on which his morale depends might evaporate."
Orwell,"It is therefore realized on all sides that however often Persia, or Egypt, or Java, or Ceylon may change hands, the main frontiers must never be crossed by anything except bombs."
Kerouac," But in the morning (and I’m no Milarepa who could also sit naked in the snow and was seen flying on one occasion) here comes Ron Blake back with Pat McLear and Pat’s wife the beautiful one, and by God their little sweet five year old girl who is such a pleasant sight to see as she goes jongling and jiggling through the fields to look for flowers, everything to her is perfectly new beautiful primordial Garden of Eden morning here in this tortured human canyon — And a rather beautiful morning develops — There’s fog so we close the blinds and light the fire and the lamp, me and Pat, and sit there drinking from the jug he brought talking about literature and poetry while his wife listens and occasionally gets up to heat more coffee and tea or goes out to play with Ron and the little girl — Pat and I are in a serious talkative mood and I feel that lonely shiver in my chest which always warns me: you actually love people and you’re glad Pat is here."
Kerouac,"Pat is one if not THE most handsome man I’ve ever seen — Strange that he’s announced in a preface to his poems that his heroes, his Triumvirate, are Jean Harlow, Rimbaud and Billy the Kid because he himself is handsome enough to play Billy the Kid in the movies, that same darkhaired handsome slightly sliteyed look you expect from the myth appearance of Billy the Kid (I suppose not the actual real life William Bonnie who’s said to’ve been a pimply cretin monster)."
Kerouac,"So we launch on a big discussion of everything in the comfortable gloom of the cabin by the warm red glow of the girly fire, I’m wearing dark glasses anyway for fun, Pat says “Well Jack I didnt have a chance to talk to you yesterday or even last year or even ten years ago when I first met you, I remember I was terrified of you and Pomeray when you ran up my steps one night with sticks of tea, you looked like a couple of car thieves or bank robbers — And you know a lot of this sneery stuff they’ve written against us, against San Francisco or beat poetry and writers is because a lot of us don’t LOOK like writers or intellectuals or anything, you and Pomeray I must say look awful in a way, I’m sure I dont fill the bill either”— ‘Man you oughta go to Hollywood and play Billy the Kid”— “Man I’d rather go to Hollywood and play Rimbaud”— ‘Well you can’t play Jean Harlow”— “I’d really like to just get my “Dark Brown” published in Paris, do you know that when you think it’s possible a word from you to Gallimard or Girodias would help”— “I dunno”— “Do you know that when I read your poems Mexico City Blues I immediately turned around and started writing a brand new way, you enlightened me with that book”— “But it’s nothing like what you do, in fact it’s miles away, I am a language spinner and you’re idea man” and so on we talk till about noon and Ron’s been in and out, “s’made jaunts to the beach with the little ladies and Pat and I don’t realize the sun has come out but still sit there deep in the cabin by now talking about Villon and Cervantes."
Kerouac,"Suddenly, boom, the door of the cabin is flung open with a loud crash and a burst of sunlight illuminates the room and I see an Angel standing arm outstretched in the door! — It’s Cody! all dressed in his Sunday best in a suit! beside him are ranged several graduating golden angels from Evelyn golden beautiful wife down to the most dazzling angel of them all little Timmy with the sun striking off his hair in beams! - - It’s such an incredible sight and surprise that both Pat and I rise from our chairs involuntarily, like we’ve been lifted up in awe, or scared, tho I dont feel scared so much as ecstatically amazed as tho I’ve seen a vision… And the way Cody stands there not saying a word with his arm outstretched for some reason, struck a pose of some sort to surprise us or warn us, he’s so much like St Michael at the moment it’s unbelievable especially as I also suddenly realize what he’s just actually done, he’s had wife and kiddies sneak up ever so quiet up the porch steps (which are noisy and creaky), across the wood planks, easy and tiptoeing, stood there awhile while he prepared to fling the door open, all lined up and stood straight, then pow, he’s opened the door and thrown the golden universe into the dazzled mystic eyes of big hip Pat McLear and big amazed grateful me."
Kerouac,"It reminds me of the time I once saw a whole tiptoeing gang of couples sneaking into our back kitchen door on West Street in Lowell the leader telling me to shush as I stand there nine years old amazed, then all bursting in on my father innocently listening to the Primo Carnera - Ernie Schaaft fight on the old 1930s radio — For a big roaring toot… But Cody’s oldfashioned family tiptoe sneak carries that strange apocalyptic burst of gold he somehow always manages to produce, like I said elsewhere the time in Mexico he drove an old car over a rutted road very slowly as we were all high on tea and I saw golden Heaven, or the other times he’s always seemed so golden like as I say in a davenport of some sort in Heaven in the golden top of Heaven."
Kerouac,"Not that he means to produce this effect: he’s just standing there with innate dramatic mystery holding forth his arm as if to say Behold, the sun! and Behold, the angels! sorta pointing at all the golden heads of his family and Pat and I stand aghast."
Kerouac,I love Nobody was paying any attention to me up there.
Kerouac,I should have known better.
Kerouac,"It was Terry who brought my soul back; on the tent stove she warmed up the food, and it was one of the greatest meals of my life, I was so hungry and tired."
Kerouac,"Sighing like an old Negro cotton-picker, I reclined on the bed and smoked a cigarette."
Kerouac,Dogs barked in the cool night.
Kerouac,Rickey and Ponzo had given up calling in the evenings.
Kerouac,I was satisfied with that.
Kerouac,"Terry curled up beside me, Johnny sat on my chest, and they drew pictures of animals in my notebook."
Kerouac,The light of our tent burned on the frightful plain.
Kerouac,"The cowboy music twanged in the roadhouse and carried across the fields, all sadness."
Kerouac,It was all right with me.
Kerouac,I kissed my baby and we put out the lights.
Kerouac,"In the morning the dew made the tent sag; I got up with my towel and toothbrush and went to the general motel toilet to wash; then I came back, put on my pants, which were all torn from kneeling in the earth and had been sewed by Terry in the evening, put on my ragged straw hat, which had originally served as Johnny’s toy hat, and went across the highway with my canvas cotton-bag."
Kerouac,Every day I earned approximately a dollar and a half.
Kerouac,It was just enough to buy groceries in the evening on the bicycle.
Kerouac,The days rolled by.
Kerouac,I forgot all about the East and all about Dean and Carlo and the bloody road.
Kerouac,Johnny and I played all the time; he liked me to throw him up in the air and down in the bed.
Kerouac,Terry sat mending clothes.
Kerouac,"I was a man of the earth, precisely as I had dreamed I would be, in Paterson."
Kerouac,There was talk that Terry’s husband was back in Sabinal and out for me; I was ready for him.
Kerouac,One night the Okies went mad in the roadhouse and tied a man to a tree and beat him to a pulp with sticks.
Kerouac,I was asleep at the time and only heard about it.
Kerouac,From then on I carried a big stick with me in the tent in case they got the idea we Mexicans were fouling up their trailer camp.
Kerouac,"They thought I was a Mexican, of course; and in a way I am."
Kerouac,But now it was October and getting much colder in the nights.
Kerouac,The Okie family had a woodstove and planned to stay for the winter.
Kerouac,"We had nothing, and besides the rent for the tent was due."
Kerouac,Terry and I bitterly decided we’d have to leave.
Kerouac,"“Go back to your family,” I said."
Kerouac,"“For God’s sake, you can’t be batting around tents with a baby like Johnny; the poor little tyke is cold.” Terry cried because I was criticizing her motherly instincts; I meant no such thing."
Kerouac,When Ponzo came in the truck one gray afternoon we decided to see her family about the situation.
Kerouac,But I mustn’t be seen and would have to hide in the vineyard.
Kerouac,"We started for Sabinal; the truck broke down, and simultaneously it started to rain wildly."
Kerouac,"“We sat in the old truck, cursing."
Kerouac,Ponzo got out and toiled in the rain.” He was a good old guy after all.
Kerouac,We promised each other one more big bat.
Kerouac,Off we went to a rickety bar in Sabinal Mextown and spent an hour sopping up the brew.
Kerouac,I was through with my chores in the cottonfield.
Kerouac,I could feel the pull of my own life calling me back.
Kerouac,I shot my aunt a penny postcard across the land and asked for another fifty.
Kerouac,We drove to Terry’s family’s shack.
Kerouac,It was situated on the old road that ran between the vineyards.
Kerouac,It was dark when we got there.
Kerouac,They left me off a quarter-mile away and drove to the door.
Kerouac,Light poured out of the door; Terry’s six other brothers were playing their guitars and singing.
Kerouac,The old man was drinking wine.
Kerouac,I heard shouts and arguments above the singing.
Kerouac,They called her a whore because she’d left her no-good husband and gone to LA and left Johnny with them.
Kerouac,The old man was yelling.
Kerouac,"But the sad, fat brown mother prevailed, as she always does among the great fellahin peoples of the world, and Terry was allowed to come back home."
Kerouac,"The brothers began to sing gay songs, fast."
Kerouac,"I huddled in the cold, rainy wind and watched everything across the sad vineyards of October in the valley."
Kerouac," It’s not the words so much as their great harmonic tune and the way Billie sings it, like a woman stroking her man’s hair in soft lamplight."
Kerouac,The winds howled.
Kerouac,"""Okay I will."" Japhy, kneeling there studying his star map, leaning forward slightly to peek up through the overhanging gnarled old rock country trees, with his goatee and all, looked, with thatmighty graw-faced rock behind him, like, exactly like the vision I had of the old Zen Masters of China out in the wilderness."
Kerouac,"He was leaning forward on his knees, upward looking, as if with a holy sutra in his hands."
Kerouac,Pretty soon he went to the snowbank and brought back thechocolate pudding which was now ice cold and absolutely delicious beyond words.
Kerouac,We ate it all up.
Kerouac,"""Maybe we oughta leave some for Morley."" ""Ah it won't keep, it'll melt in the morning sun."" As the fire stopped roaring and just got to be red coals, but big ones six feet long, the night interposed its icy crystal feel 1 more and more but with the smell of smoking logs it was as delicious as chocolate pudding."
Kerouac,"For a while I went on a little walk by myself, out by the shallow iced creek, and sat meditating against a stump of dirt and the huge mountain walls on both sides of our valley were silent masses."
Kerouac,Too cold to do this more than a minute.
Kerouac,"As I came back our orange fire casting its glow on the big rock, and Japhy kneeling and peering up at the sky, and all of it ten thousand feet above the gnashing world, was a picture of peace and good sense."
Kerouac,There was another aspect of Japhy that amazed me: his tremendous and tender sense of charity.
Kerouac,"He was always giving things, always practicing what the Buddhists call the Paramita of Dana, the perfection of charity."
Kerouac,"Now when I came back and sat down by the fire he said ""Well Smith it's about time you owned a set of juju beads you can have these,"" and he handed me the brown wood beads run together over a strong string with the string, black and shiny, coming out at the large bead at the end in a pretty loop."
Kerouac,"""Aw you can't give me something like this, these things come from Japan don't they?"" ""I've got another set of black ones."
Kerouac,"Smith that prayer you gave me tonight is worth that set of juju beads, but you can have it anyway."" A few minutes later he cleaned out the rest of the chocolate pudding but made sure that I got most of it."
Kerouac,Then when he laid boughs over the rock of our clearing and the poncho over that he made sure his sleeping bag was farther away from the fire than mine so I would sure to be warm.
Kerouac,He was always practicing charity.
Kerouac,"In fact he taught me, and a week later I was giving him nice new undershirts I'd discovered in the Goodwill store."
Kerouac,He'd turn right around and make me a gift of a plastic container to keep food in.
Kerouac,For a joke I'd give him a gift of a huge flower from Alvah's yard.
Kerouac,Solemnly a day later he'd bring me a little bouquet of flowers picked in the street plots of Berkeley.
Kerouac,"""And you can keep the sneakers too,"" he said."
Kerouac,"""I've got another pair older than those but just as good."" ""Aw I can't be taking all your things."" ""Smith you don't realize it's a privilege to practice giving presents to others."" The way he did it was charming; there was nothing glittery and Christmasy about it, but almost sad, and sometimes his gifts were old beat-up things but they had the charm of usefulness and sadness of his giving."
Kerouac,
